"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"H1f9","H1f9","Mm_R_NGS_WTA_v1.0","Endogenous","54388","H1f9",FALSE,FALSE,0.0704607234637433,3.86006463593438,0.465810874045658,0.645800440665104,0.879154993455369,-6.1931743076463
"Cldn34b4","Cldn34b4","Mm_R_NGS_WTA_v1.0","Endogenous","619294","Cldn34b4",FALSE,FALSE,0.0721889645391713,3.70909771141526,0.465596838532899,0.645951341541476,0.879154993455369,-6.16079488358135
"Asph","Asph","Mm_R_NGS_WTA_v1.0","Endogenous","65973","Asph",FALSE,FALSE,-0.0605497571653792,6.19454134034822,-0.465561046993704,0.645976577071267,0.879154993455369,-6.31997318332518
"Acadl","Acadl","Mm_R_NGS_WTA_v1.0","Endogenous","11363","Acadl",FALSE,FALSE,0.0638741746569593,7.80861228696374,0.465550093951144,0.645984299816608,0.879154993455369,-6.2667010721133
"Rpe","Rpe","Mm_R_NGS_WTA_v1.0","Endogenous","66646","Rpe",FALSE,FALSE,0.0520713965371415,5.56069809753455,0.465537968420182,0.645992849304801,0.879154993455369,-6.33242343103341
"Hspb11","Hspb11","Mm_R_NGS_WTA_v1.0","Endogenous","72938","Hspb11",FALSE,FALSE,0.0563079601857082,6.13842912395072,0.465523170537319,0.646003283086648,0.879154993455369,-6.32223734887436
"Fbxw7","Fbxw7","Mm_R_NGS_WTA_v1.0","Endogenous","50754","Fbxw7",FALSE,FALSE,-0.0552704738563987,4.62418208551745,-0.465456840209239,0.646050052593866,0.879154993455369,-6.29489840581426
"Ap5b1","Ap5b1","Mm_R_NGS_WTA_v1.0","Endogenous","381201","Ap5b1",FALSE,FALSE,-0.076923934270078,4.03447551795552,-0.465831763333705,0.646054604863595,0.879154993455369,-6.22143498430347
"Nacc2","Nacc2","Mm_R_NGS_WTA_v1.0","Endogenous","67991","Nacc2",FALSE,FALSE,0.0596799594702242,5.16064677257585,0.465410583668827,0.646082668959456,0.879154993455369,-6.32950767379646
"Zfp687","Zfp687","Mm_R_NGS_WTA_v1.0","Endogenous","78266","Zfp687",FALSE,FALSE,-0.0718769222566138,5.11777540982148,-0.466250255502042,0.646087866686472,0.879154993455369,-6.32531129555212
"Fam167b","Fam167b","Mm_R_NGS_WTA_v1.0","Endogenous","230766","Fam167b",FALSE,FALSE,0.195554017735571,4.01996934968375,0.480851599083431,0.646090632890464,0.879154993455369,-6.20555212993274
"Mdc1","Mdc1","Mm_R_NGS_WTA_v1.0","Endogenous","240087","Mdc1",FALSE,FALSE,0.0931177280685764,4.15723307265761,0.468546787812287,0.646200766789507,0.879154993455369,-6.23852646202042
"Nup62","Nup62","Mm_R_NGS_WTA_v1.0","Endogenous","18226","Nup62",FALSE,FALSE,-0.0641033265068911,5.01866420260809,-0.465242937232067,0.646200885732962,0.879154993455369,-6.32270757905639
"Lhfpl1","Lhfpl1","Mm_R_NGS_WTA_v1.0","Endogenous","237091","Lhfpl1",FALSE,FALSE,0.0648691853636731,3.90115304497597,0.465238346704583,0.646204122901908,0.879154993455369,-6.20174234830222
"Zic1","Zic1","Mm_R_NGS_WTA_v1.0","Endogenous","22771","Zic1",FALSE,FALSE,-0.0778973058859647,3.29714749518195,-0.465193868057855,0.646235488925581,0.879154993455369,-6.04705499833254
"Hspb8","Hspb8","Mm_R_NGS_WTA_v1.0","Endogenous","80888","Hspb8",FALSE,FALSE,0.0665265861483277,4.13101457148483,0.465166506949344,0.646254784117156,0.879154993455369,-6.23799851990612
"Ankar","Ankar","Mm_R_NGS_WTA_v1.0","Endogenous","319695","Ankar",FALSE,FALSE,0.0605154115540563,4.06074413183009,0.465103106562189,0.646299495365761,0.879154993455369,-6.22944662053617
"Fmo5","Fmo5","Mm_R_NGS_WTA_v1.0","Endogenous","14263","Fmo5",FALSE,FALSE,-0.0704929556009795,8.17032478199555,-0.465074562729941,0.646319625504734,0.879154993455369,-6.25638370605838
"Anp32b","Anp32b","Mm_R_NGS_WTA_v1.0","Endogenous","67628","Anp32b",FALSE,FALSE,-0.0593794413200932,6.83744592841822,-0.464901574702038,0.64644162880782,0.87916730822096,-6.29890444815474
"Bach2","Bach2","Mm_R_NGS_WTA_v1.0","Endogenous","12014","Bach2",FALSE,FALSE,0.073990459987352,3.36794573429946,0.464878021528411,0.646458240944602,0.87916730822096,-6.0704458424143
"Dedd","Dedd","Mm_R_NGS_WTA_v1.0","Endogenous","21945","Dedd",FALSE,FALSE,-0.0607522071197195,6.09239625591835,-0.464869121856382,0.64646451796378,0.87916730822096,-6.32307734638751
"Ddx10","Ddx10","Mm_R_NGS_WTA_v1.0","Endogenous","77591","Ddx10",FALSE,FALSE,0.0645293724898277,5.2824231104771,0.464698799157548,0.646584653279276,0.87916730822096,-6.33217179157973
"Camkv","Camkv","Mm_R_NGS_WTA_v1.0","Endogenous","235604","Camkv",FALSE,FALSE,-0.0719257450992408,3.57878615463232,-0.46469364955934,0.646588285647134,0.87916730822096,-6.12590640454514
"Hcrtr1","Hcrtr1","Mm_R_NGS_WTA_v1.0","Endogenous","230777","Hcrtr1",FALSE,FALSE,0.0706006677334612,3.6570831384814,0.464666178399167,0.646607663108724,0.87916730822096,-6.14892573741397
"Olfr1048","Olfr1048","Mm_R_NGS_WTA_v1.0","Endogenous","259016","Olfr1048",FALSE,FALSE,-0.0664176315126683,3.51454617257084,-0.464612381722358,0.64664561066498,0.87916730822096,-6.11189887934614
"Mkks","Mkks","Mm_R_NGS_WTA_v1.0","Endogenous","59030","Mkks",FALSE,FALSE,-0.0555660807409035,4.82063821075311,-0.464562216468449,0.646680997541281,0.87916730822096,-6.31088448440075
"Slc12a7","Slc12a7","Mm_R_NGS_WTA_v1.0","Endogenous","20499","Slc12a7",FALSE,FALSE,-0.0571472917463138,6.58446316376433,-0.464380729187652,0.646809026901475,0.879281484782713,-6.30821003231728
"Pced1b","Pced1b","Mm_R_NGS_WTA_v1.0","Endogenous","239647","Pced1b",FALSE,FALSE,0.0731717627159147,3.49037394966983,0.464278752823777,0.646880970551952,0.879319407267371,-6.10640943522714
"Skor2","Skor2","Mm_R_NGS_WTA_v1.0","Endogenous","664805","Skor2",FALSE,FALSE,-0.0752616581613239,3.54951034674246,-0.464101333163656,0.64700614734585,0.879367893413259,-6.12232044759709
"Elmod1","Elmod1","Mm_R_NGS_WTA_v1.0","Endogenous","270162","Elmod1",FALSE,FALSE,-0.0665661833013256,3.50436601369581,-0.464029757755628,0.647056649728704,0.879367893413259,-6.10937320828214
"Prom1","Prom1","Mm_R_NGS_WTA_v1.0","Endogenous","19126","Prom1",FALSE,FALSE,-0.076132243940263,8.7541124158582,-0.464490333955968,0.647080471732298,0.879367893413259,-6.23994948455009
"Trim32","Trim32","Mm_R_NGS_WTA_v1.0","Endogenous","69807","Trim32",FALSE,FALSE,0.0558616730789101,4.87195045085472,0.463835622853115,0.647193636727181,0.879367893413259,-6.31689498597892
"Prss57","Prss57","Mm_R_NGS_WTA_v1.0","Endogenous","73106","Prss57",FALSE,FALSE,0.0729884738098598,3.52691801339347,0.463813710998284,0.647209099144133,0.879367893413259,-6.11699239929168
"Ppp2r2d","Ppp2r2d","Mm_R_NGS_WTA_v1.0","Endogenous","52432","Ppp2r2d",FALSE,FALSE,-0.0594647691527825,4.68709290289383,-0.463799924628339,0.647218827778581,0.879367893413259,-6.30093730795996
"Unc5d","Unc5d","Mm_R_NGS_WTA_v1.0","Endogenous","210801","Unc5d",FALSE,FALSE,-0.0745645759301636,3.39967957356231,-0.46376439336104,0.647243901442022,0.879367893413259,-6.07968905928738
"Ccl9","Ccl9","Mm_R_NGS_WTA_v1.0","Endogenous","20308","Ccl9",FALSE,FALSE,-0.0645089434139585,4.20471022116703,-0.463728772140003,0.647269039012895,0.879367893413259,-6.24745354020189
"Lypd4","Lypd4","Mm_R_NGS_WTA_v1.0","Endogenous","232973","Lypd4",FALSE,FALSE,0.0662071552294154,3.63249422923959,0.463611400443447,0.647351870187902,0.879381429982323,-6.14374985402448
"Gm36712","Gm36712","Mm_R_NGS_WTA_v1.0","Endogenous","102640710","Gm36712",FALSE,FALSE,0.0595765616897905,4.40384846127821,0.46358981501667,0.647367103893214,0.879381429982323,-6.27548130660243
"Mtch1","Mtch1","Mm_R_NGS_WTA_v1.0","Endogenous","56462","Mtch1",FALSE,FALSE,0.0560750468025848,7.64633182898041,0.463452580914863,0.647463959215458,0.879453154917206,-6.27261112280597
"Zfp655","Zfp655","Mm_R_NGS_WTA_v1.0","Endogenous","72611","Zfp655",FALSE,FALSE,0.0619004749290184,6.04114867839967,0.463370857216446,0.647521640145165,0.879471662962167,-6.32579387704899
"Gramd3","Gramd3","Mm_R_NGS_WTA_v1.0","Endogenous","107022","Gramd3",FALSE,FALSE,0.10363514734278,7.92874497022122,0.468745779086971,0.647663475034107,0.879604459630307,-6.25791604735461
"Serpinf1","Serpinf1","Mm_R_NGS_WTA_v1.0","Endogenous","20317","Serpinf1",FALSE,FALSE,0.0671029395849212,3.78068726362443,0.463039972230928,0.64775520324782,0.879643841834704,-6.17763215651611
"Rnf122","Rnf122","Mm_R_NGS_WTA_v1.0","Endogenous","68867","Rnf122",FALSE,FALSE,-0.0711047526208843,3.36746307221829,-0.462950672191894,0.64781824416623,0.879643841834704,-6.07000024593661
"Plpp7","Plpp7","Mm_R_NGS_WTA_v1.0","Endogenous","227721","Plpp7",FALSE,FALSE,0.0703818693446996,3.71218276307721,0.462935102123564,0.647829236054536,0.879643841834704,-6.1630876282611
"Dnali1","Dnali1","Mm_R_NGS_WTA_v1.0","Endogenous","75563","Dnali1",FALSE,FALSE,-0.0653106307907745,3.6856514896072,-0.462877482122705,0.647869914341781,0.879643841834704,-6.1551722847295
"Ccdc71","Ccdc71","Mm_R_NGS_WTA_v1.0","Endogenous","72454","Ccdc71",FALSE,FALSE,-0.0519658009895458,5.70367533796017,-0.46281674963721,0.647912791180558,0.879643841834704,-6.33153993995512
"Mip","Mip","Mm_R_NGS_WTA_v1.0","Endogenous","17339","Mip",FALSE,FALSE,0.0693506983815864,3.69168791911987,0.462639809866878,0.648037716902377,0.879753617308545,-6.15841527503744
"Eya1","Eya1","Mm_R_NGS_WTA_v1.0","Endogenous","14048","Eya1",FALSE,FALSE,-0.0799553663716734,3.53207316092207,-0.462464574491602,0.648161449687222,0.879861758473141,-6.11389460329502
"Celf4","Celf4","Mm_R_NGS_WTA_v1.0","Endogenous","108013","Celf4",FALSE,FALSE,-0.0743573297494837,3.42885486910791,-0.462326039836872,0.648259275626291,0.879893488329259,-6.08809297033945
"Vps8","Vps8","Mm_R_NGS_WTA_v1.0","Endogenous","209018","Vps8",FALSE,FALSE,-0.0580712708509132,4.99819814949002,-0.46230663854415,0.648272976323536,0.879893488329259,-6.32279495242264
"Cdk10","Cdk10","Mm_R_NGS_WTA_v1.0","Endogenous","234854","Cdk10",FALSE,FALSE,0.0555533948175793,5.56028880705959,0.462033562901342,0.648465828849734,0.880022791045888,-6.3341086391288
"V1ra8","V1ra8","Mm_R_NGS_WTA_v1.0","Endogenous","113849, 113850","Vmn1r52, V1ra8",FALSE,FALSE,-0.245756610257664,3.42817371735281,-0.478039487917809,0.648490602961785,0.880022791045888,-6.06647392710463
"Kcne2","Kcne2","Mm_R_NGS_WTA_v1.0","Endogenous","246133","Kcne2",FALSE,FALSE,0.0621663937912453,3.93244566715816,0.461984487324663,0.648500489860044,0.880022791045888,-6.20840458457054
"Guca1a","Guca1a","Mm_R_NGS_WTA_v1.0","Endogenous","14913","Guca1a",FALSE,FALSE,-0.0623146735137485,4.153064107363,-0.461856721147824,0.648590732139242,0.880026693963083,-6.24271375826329
"Olfr655","Olfr655","Mm_R_NGS_WTA_v1.0","Endogenous","258817","Olfr655",FALSE,FALSE,-0.0717886567420387,3.89521545730592,-0.46176009533353,0.648658983388079,0.880026693963083,-6.20070720720291
"6430548M08Rik","6430548M08Rik","Mm_R_NGS_WTA_v1.0","Endogenous","234797","6430548M08Rik",FALSE,FALSE,-0.0634349281427209,6.16653714563111,-0.461641896374403,0.648742477023117,0.880026693963083,-6.32255554819772
"Spanxn4","Spanxn4","Mm_R_NGS_WTA_v1.0","Endogenous","73309","Spanxn4",FALSE,FALSE,0.0776161808821159,3.45261211645116,0.461617126103697,0.64875997489757,0.880026693963083,-6.09711957052448
"G2e3","G2e3","Mm_R_NGS_WTA_v1.0","Endogenous","217558","G2e3",FALSE,FALSE,-0.0573615365192381,5.24426073624793,-0.461584283670491,0.648783175317323,0.880026693963083,-6.33184358562622
"Timm29","Timm29","Mm_R_NGS_WTA_v1.0","Endogenous","69773","Timm29",FALSE,FALSE,0.0558786169559466,5.62815263973371,0.461547010763347,0.64880950593543,0.880026693963083,-6.33388327382646
"Polr2d","Polr2d","Mm_R_NGS_WTA_v1.0","Endogenous","69241","Polr2d",FALSE,FALSE,-0.0596381935751715,5.10978788849396,-0.461543556441906,0.648811946187881,0.880026693963083,-6.32831805449687
"Zfp457","Zfp457","Mm_R_NGS_WTA_v1.0","Endogenous","431706","Zfp457",FALSE,FALSE,0.0807158402397632,3.30610113673109,0.461422307978132,0.648897602856845,0.880037247340314,-6.05273635669786
"Orm1","Orm1","Mm_R_NGS_WTA_v1.0","Endogenous","18405","Orm1",FALSE,FALSE,0.0826296728039475,3.65613048025731,0.461769301336946,0.648938809588297,0.880037247340314,-6.1500373188509
"Cdt1","Cdt1","Mm_R_NGS_WTA_v1.0","Endogenous","67177","Cdt1",FALSE,FALSE,-0.0614000306621003,4.86470703612126,-0.461345344011386,0.648951977062404,0.880037247340314,-6.31544792347889
"Prl2c3","Prl2c3","Mm_R_NGS_WTA_v1.0","Endogenous","107849, 18811, 18812, 26421","Prl2c3, Prl2c2, Prl2c5, Prl2c4",FALSE,FALSE,0.0755499866525913,4.37149812372662,0.462145467865185,0.649000274766053,0.880042961904273,-6.27365019082985
"Fam53a","Fam53a","Mm_R_NGS_WTA_v1.0","Endogenous","74504","Fam53a",FALSE,FALSE,-0.0541837381237293,5.34945677399383,-0.461195837865136,0.6490576072367,0.880060925984259,-6.33325056847559
"Vps26b","Vps26b","Mm_R_NGS_WTA_v1.0","Endogenous","69091","Vps26b",FALSE,FALSE,0.0599619178924433,5.73218621806684,0.461016747282509,0.649184149541325,0.880172723260899,-6.33304392962112
"Axl","Axl","Mm_R_NGS_WTA_v1.0","Endogenous","26362","Axl",FALSE,FALSE,0.0626023481243934,4.70742372124736,0.460773138061909,0.649356296947964,0.880325278804274,-6.30569085873264
"Xkr4","Xkr4","Mm_R_NGS_WTA_v1.0","Endogenous","497097","Xkr4",FALSE,FALSE,0.0644786753146969,3.95176515147284,0.460732713886363,0.649384864783436,0.880325278804274,-6.21208191881576
"Otud6a","Otud6a","Mm_R_NGS_WTA_v1.0","Endogenous","408193","Otud6a",FALSE,FALSE,0.0866419145560995,3.62535465539826,0.461559584126775,0.649430380902487,0.880327201327925,-6.14282199761834
"Sbk1","Sbk1","Mm_R_NGS_WTA_v1.0","Endogenous","104175","Sbk1",FALSE,FALSE,-0.0558192529541071,4.52241460202101,-0.460505645911409,0.649545344346145,0.880333831805453,-6.2879909814625
"Dand5","Dand5","Mm_R_NGS_WTA_v1.0","Endogenous","23863","Dand5",FALSE,FALSE,-0.0708449633739434,3.86061530715128,-0.4604966948817,0.649551670813371,0.880333831805453,-6.19192016746587
"Bcl2l10","Bcl2l10","Mm_R_NGS_WTA_v1.0","Endogenous","12049","Bcl2l10",FALSE,FALSE,-0.0740950054340939,3.62358970571151,-0.46038611350548,0.649629830465628,0.880333831805453,-6.14222044209141
"Morf4l1","Morf4l1","Mm_R_NGS_WTA_v1.0","Endogenous","627352, 21761, 624582","Morf4l1b, Morf4l1-ps1, Morf4l1",FALSE,FALSE,0.059066076656519,8.34368735076339,0.460368244881255,0.649642460514429,0.880333831805453,-6.25355265317558
"Haus1","Haus1","Mm_R_NGS_WTA_v1.0","Endogenous","225745","Haus1",FALSE,FALSE,0.0606329525494234,4.38740111080384,0.460327931341142,0.649670955659138,0.880333831805453,-6.27680804589625
"4930578I06Rik","4930578I06Rik","Mm_R_NGS_WTA_v1.0","Endogenous","67750","4930578I06Rik",FALSE,FALSE,-0.0661665897702082,3.60802141988222,-0.46023911954313,0.649733733148632,0.880333831805453,-6.13899841292035
"Vsig8","Vsig8","Mm_R_NGS_WTA_v1.0","Endogenous","240916","Vsig8",FALSE,FALSE,-0.0659354571376372,3.76431035368658,-0.460224651585779,0.64974396021748,0.880333831805453,-6.17510901060357
"A230006K03Rik","A230006K03Rik","Mm_R_NGS_WTA_v1.0","Endogenous","27493","A230006K03Rik",FALSE,FALSE,-0.0589542808815589,3.88161385206145,-0.459967549151483,0.649925711807783,0.880520324724722,-6.19797692667189
"Letm1","Letm1","Mm_R_NGS_WTA_v1.0","Endogenous","56384","Letm1",FALSE,FALSE,-0.0556713027302642,7.52027790178958,-0.459772574312231,0.650063558806643,0.880592881058439,-6.27833712851037
"Npl","Npl","Mm_R_NGS_WTA_v1.0","Endogenous","74091","Npl",FALSE,FALSE,0.0630383858890724,4.14947483484268,0.459765707593785,0.650068413802173,0.880592881058439,-6.24547757817192
"Zfp473","Zfp473","Mm_R_NGS_WTA_v1.0","Endogenous","243963","Zfp473",FALSE,FALSE,-0.0708676386263947,3.70289280634011,-0.45968366647671,0.650126420793595,0.880592881058439,-6.15923826667872
"Olfr1141","Olfr1141","Mm_R_NGS_WTA_v1.0","Endogenous","258630","Olfr1141",FALSE,FALSE,-0.0836191117268479,3.71702569648967,-0.46028794774631,0.650192104471128,0.880592881058439,-6.16042406024874
"Zbbx","Zbbx","Mm_R_NGS_WTA_v1.0","Endogenous","213234","Zbbx",FALSE,FALSE,-0.0674657571806891,3.65354096060677,-0.459579855991231,0.650199823012643,0.880592881058439,-6.14949421861211
"Hsfy2","Hsfy2","Mm_R_NGS_WTA_v1.0","Endogenous","71066","Hsfy2",FALSE,FALSE,0.0718781675452784,3.6661448475102,0.459350666565084,0.650361890881324,0.880752623815472,-6.15442052813934
"Ddx24","Ddx24","Mm_R_NGS_WTA_v1.0","Endogenous","27225","Ddx24",FALSE,FALSE,0.0568609488231457,6.23901157519237,0.459216917281002,0.65045647784051,0.880820965074623,-6.3223098055231
"Cers3","Cers3","Mm_R_NGS_WTA_v1.0","Endogenous","545975","Cers3",FALSE,FALSE,0.0624086828594517,3.90458708323709,0.459114537486252,0.650528884483413,0.88085926344315,-6.20448530137369
"Fkbp6","Fkbp6","Mm_R_NGS_WTA_v1.0","Endogenous","94244","Fkbp6",FALSE,FALSE,-0.0696637489497882,3.57982527666033,-0.459036930592444,0.650583773193233,0.880873837781912,-6.13221564972658
"Slc1a5","Slc1a5","Mm_R_NGS_WTA_v1.0","Endogenous","20514","Slc1a5",FALSE,FALSE,0.0613588544847392,6.61692179437293,0.458912521913125,0.650671767430779,0.880882526418943,-6.30989762864604
"Krtap24-1","Krtap24-1","Mm_R_NGS_WTA_v1.0","Endogenous","239932","Krtap24-1",FALSE,FALSE,-0.0658660999694587,3.82885166216019,-0.458903085740544,0.650678441846102,0.880882526418943,-6.18775870899104
"Klhl33","Klhl33","Mm_R_NGS_WTA_v1.0","Endogenous","546611","Klhl33",FALSE,FALSE,0.0660849743584357,3.79265072149436,0.458713011286431,0.650812892113298,0.880996622666419,-6.18275226874383
"Psg26","Psg26","Mm_R_NGS_WTA_v1.0","Endogenous","574429","Psg26",FALSE,FALSE,-0.0612404635844008,3.77546426419427,-0.458623797294634,0.650876002330114,0.880996622666419,-6.17727180250717
"Dchs1","Dchs1","Mm_R_NGS_WTA_v1.0","Endogenous","233651","Dchs1",FALSE,FALSE,-0.0599627634123241,4.04773341820268,-0.458596779455782,0.650895115348746,0.880996622666419,-6.2274837573336
"Abcb4","Abcb4","Mm_R_NGS_WTA_v1.0","Endogenous","18670","Abcb4",FALSE,FALSE,0.061011107353091,4.0157237617901,0.458351111348122,0.651068917659319,0.881172122253083,-6.22428771313385
"Pkd1l1","Pkd1l1","Mm_R_NGS_WTA_v1.0","Endogenous","171395","Pkd1l1",FALSE,FALSE,-0.076548026831325,3.67257887263666,-0.458149586539596,0.651211505118811,0.881305353988666,-6.15173659653626
"Pnp","Pnp","Mm_R_NGS_WTA_v1.0","Endogenous","667034, 18950","Pnp2, Pnp",FALSE,FALSE,0.0869592909519241,7.84347925284021,0.460851708916454,0.651293853225639,0.881357049345406,-6.26598495114101
"Rsf1","Rsf1","Mm_R_NGS_WTA_v1.0","Endogenous","233532","Rsf1",FALSE,FALSE,0.0643458741456424,5.49665375669409,0.457887209936384,0.65140371929963,0.881400836113098,-6.33634518077016
"Asic2","Asic2","Mm_R_NGS_WTA_v1.0","Endogenous","11418","Asic2",FALSE,FALSE,-0.0621180175382086,3.86246272162805,-0.457862381157893,0.651414738801739,0.881400836113098,-6.19549626437517
"Mrgprb3","Mrgprb3","Mm_R_NGS_WTA_v1.0","Endogenous","404238","Mrgprb3",FALSE,FALSE,-0.0627307209396331,3.86239270472912,-0.457705365460772,0.651525858712274,0.881400836113098,-6.19557495817749
"Gpr15","Gpr15","Mm_R_NGS_WTA_v1.0","Endogenous","71223","Gpr15",FALSE,FALSE,0.0667635690129598,3.65256357955447,0.45766726744527,0.651552821899675,0.881400836113098,-6.15150338841954
"Heg1","Heg1","Mm_R_NGS_WTA_v1.0","Endogenous","77446","Heg1",FALSE,FALSE,0.0615811270585978,4.22013170393515,0.457591527043487,0.651606427255738,0.881400836113098,-6.25544852018784
"Disp2","Disp2","Mm_R_NGS_WTA_v1.0","Endogenous","214240","Disp2",FALSE,FALSE,0.0627616906589905,4.34068746666878,0.457556652257694,0.651631110571618,0.881400836113098,-6.27270694880638
"Dach1","Dach1","Mm_R_NGS_WTA_v1.0","Endogenous","13134","Dach1",FALSE,FALSE,0.0594135855779854,4.13786390886888,0.457544746967228,0.651639536868509,0.881400836113098,-6.2442575671358
"Drc1","Drc1","Mm_R_NGS_WTA_v1.0","Endogenous","381738","Drc1",FALSE,FALSE,0.0631188467869714,3.58697138743247,0.457488392431888,0.65167942398584,0.881400836113098,-6.1353016592067
"Actc1","Actc1","Mm_R_NGS_WTA_v1.0","Endogenous","11464","Actc1",FALSE,FALSE,-0.061936093119888,4.12164209582339,-0.457280801109146,0.651826364007353,0.881539848565734,-6.2406549264628
"Gimap5","Gimap5","Mm_R_NGS_WTA_v1.0","Endogenous","317757","Gimap5",FALSE,FALSE,0.0624469787715367,3.88969690405584,0.457126630372772,0.65193550050593,0.881603175141567,-6.20285017962934
"Zfp786","Zfp786","Mm_R_NGS_WTA_v1.0","Endogenous","330301","Zfp786",FALSE,FALSE,-0.0712472651102156,3.48992197016288,-0.457089886371169,0.651961512528926,0.881603175141567,-6.10911721152443
"Satb2","Satb2","Mm_R_NGS_WTA_v1.0","Endogenous","212712","Satb2",FALSE,FALSE,0.0724445140553023,8.52506408532415,0.457230963154306,0.652006578158615,0.881604397167463,-6.24980910912465
"Nhlh1","Nhlh1","Mm_R_NGS_WTA_v1.0","Endogenous","18071","Nhlh1",FALSE,FALSE,0.0836164348599282,3.62482972307489,0.457421820659659,0.65212316346185,0.881702317114047,-6.14380788297536
"Tph1","Tph1","Mm_R_NGS_WTA_v1.0","Endogenous","21990","Tph1",FALSE,FALSE,-0.248266575449066,6.29867316878835,-0.473220200850724,0.652204628787789,0.881752743091605,-6.30113684519815
"Pigb","Pigb","Mm_R_NGS_WTA_v1.0","Endogenous","55981","Pigb",FALSE,FALSE,0.0598978585076946,4.82596217739298,0.456559303293732,0.65233717629894,0.881872218490942,-6.31739374060966
"Olfr1364","Olfr1364","Mm_R_NGS_WTA_v1.0","Endogenous","258533","Olfr1364",FALSE,FALSE,-0.0618144964913201,3.89365219005106,-0.456244572408598,0.652560056762248,0.882006473241276,-6.20179111223058
"A630073D07Rik","A630073D07Rik","Mm_R_NGS_WTA_v1.0","Endogenous","381819","A630073D07Rik",FALSE,FALSE,0.0729542320036565,3.96501967570877,0.456269042196166,0.652565870301149,0.882006473241276,-6.21520834379278
"Vmn1r235","Vmn1r235","Mm_R_NGS_WTA_v1.0","Endogenous","171233","Vmn1r235",FALSE,FALSE,-0.0843443674683368,3.77649736006779,-0.457319227948062,0.652574773989177,0.882006473241276,-6.17798391791911
"Jmjd7","Jmjd7","Mm_R_NGS_WTA_v1.0","Endogenous","102238433, 433466","Gm28042, Jmjd7",FALSE,FALSE,-0.0642486491483236,4.14083663082251,-0.456169513870167,0.652613215260576,0.882006473241276,-6.24294546646848
"Tmem161b","Tmem161b","Mm_R_NGS_WTA_v1.0","Endogenous","72745","Tmem161b",FALSE,FALSE,0.0570919580248885,4.64758687973419,0.456036950348793,0.652707104951798,0.882016214578453,-6.30324163572504
"Olfr1310","Olfr1310","Mm_R_NGS_WTA_v1.0","Endogenous","258441","Olfr1310",FALSE,FALSE,-0.0697427501179009,3.89817556866412,-0.456034573895841,0.652708788156464,0.882016214578453,-6.20287306838445
"Brsk2","Brsk2","Mm_R_NGS_WTA_v1.0","Endogenous","75770","Brsk2",FALSE,FALSE,-0.0762490138838339,3.61820954461811,-0.455918454413166,0.652791036079212,0.882067649468614,-6.14204854094079
"Tac2","Tac2","Mm_R_NGS_WTA_v1.0","Endogenous","21334","Tac2",FALSE,FALSE,-0.071157640327713,3.4939317665836,-0.455740850670165,0.65291684227961,0.882177930451969,-6.11093547426194
"Rif1","Rif1","Mm_R_NGS_WTA_v1.0","Endogenous","51869","Rif1",FALSE,FALSE,-0.0677662644374628,4.28464891058787,-0.455513547095748,0.653077868891659,0.882334649919485,-6.26244409100004
"Scgb2b27","Scgb2b27","Mm_R_NGS_WTA_v1.0","Endogenous","233099","Scgb2b27",FALSE,FALSE,-0.0783412141335815,3.59396373432929,-0.455330862552822,0.653207298952237,0.882334649919485,-6.13590967161372
"Olfr919","Olfr919","Mm_R_NGS_WTA_v1.0","Endogenous","258432","Olfr919",FALSE,FALSE,-0.0793554508093548,3.60450446388298,-0.455363786251784,0.653216974166784,0.882334649919485,-6.1354414564354
"Zfp398","Zfp398","Mm_R_NGS_WTA_v1.0","Endogenous","272347","Zfp398",FALSE,FALSE,0.0564461806929177,4.1656398074084,0.45530505764217,0.653225582355688,0.882334649919485,-6.25014723256393
"Gfi1b","Gfi1b","Mm_R_NGS_WTA_v1.0","Endogenous","14582","Gfi1b",FALSE,FALSE,0.0717839353976211,3.31142627377627,0.455185315959625,0.653310425142943,0.882334649919485,-6.0571997168841
"Slc30a5","Slc30a5","Mm_R_NGS_WTA_v1.0","Endogenous","69048","Slc30a5",FALSE,FALSE,-0.0545374434946249,5.35241049840501,-0.455179253178485,0.653314721044585,0.882334649919485,-6.33613184402081
"Ube2ql1","Ube2ql1","Mm_R_NGS_WTA_v1.0","Endogenous","76980","Ube2ql1",FALSE,FALSE,-0.071434284593809,3.6179576294387,-0.455140440424611,0.653342222867797,0.882334649919485,-6.14309071919417
"Cln5","Cln5","Mm_R_NGS_WTA_v1.0","Endogenous","211286","Cln5",FALSE,FALSE,0.0585366439733637,6.05233897328479,0.45502999937173,0.653420481603645,0.88238064494714,-6.32936278050463
"Tsc22d3","Tsc22d3","Mm_R_NGS_WTA_v1.0","Endogenous","14605","Tsc22d3",FALSE,FALSE,-0.0625133637459037,5.76535159334856,-0.454950961865623,0.653476490226009,0.882386683097748,-6.33428171580137
"Fsip2","Fsip2","Mm_R_NGS_WTA_v1.0","Endogenous","241516","Fsip2",FALSE,FALSE,0.0698133808677812,4.00238567467371,0.454898940862703,0.653513355187107,0.882386683097748,-6.22471682166682
